cas_number|chemical_name|ecotox_group|dtxsid
52315078|3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid cyano(3-phenoxyphenyl)methyl ester|Endocrine Disrupting Chemicals (EDCs)|DTXSID1023998
52316559|1H-Benzimidazol-2-ylcarbamic acid methyl ester phosphate (1:1)||DTXSID1032698
52322802|1,2,4-Trichloro-5-phenoxybenzene||DTXSID5074052
52337129|Wuxal||
52415299|6-Bromo-1H-indole||DTXSID00350299
52417228|9-Acridinamine hydrochloride hydrate (1:1:1)||
52423286|(1S,3R,4S,5S,9R,13S,14R)-13-Hydroxy-9-[(1R)-1-hydroxyethyl]-3-[(1S,4S)-4-(5-hydroxyphenyl)-4-methoxy-1-methylbutyl]-4,14,16,16-tetramethyl-2,6,10,17-tetraoxatricyclo[11.3.1.11,5]octadecane-7,11-dione|Cyanotoxins|DTXSID80880084
52427131|4-(3-Methyloctan-3-yl)phenol||DTXSID20872584
52431308|2,5-Dibromo-3,4-dinitrothiophene||
52434909|1,3,5-Tris(2,3-dibromopropyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione||DTXSID9052713
52435060|6-D-Alanine-9-(N-ethyl-L-prolinamide)-1-9-luteinizing hormone-releasing factor (swine)||DTXSID40873497
52447220|Tridecafluoroheptanoyl chloride|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID80382154
52447231|Heptadecafluorononanoyl chloride|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID00379925
52452934|S-[(4-Chlorophenyl)methyl] ester N,N-diethyl-carbamothioic acid mixt. with N-(3,4-dichlorophenyl)propanamide||
52457553|Sebacic acid, Potassium disalt||DTXSID70897444
52458114|Benzyl 2-bromo-4-tert-butylphenyl ether||DTXSID80569145
52468367|7-Chloro-1,3-dihydro-1-methyl-5-phenyl-2H-1,4-benzodiazepin-2-one, hydrochloride (1:1)||
52488365|4-Bromo-1H-indole||DTXSID50350300
52508357|2,3:4,6-bis-O-(1-Methylethylidene)-alpha-L-xylo-2-hexulofuranosonic acid, Sodium salt||DTXSID2034540
52551674|2-[Bis(2-hydroxyethyl)amino]-5-nitrophenol||
52591272|3,3,4,4,5,5,6,6,6-Nonafluorohexyl prop-2-enoate|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID1068772
52604861|Tetramethylphosphorodiamidic acid, Butyl ester||
52623004|Fluorinert FC 77||
52623844|Chlorax||DTXSID801020760
52623888|[N-[2-[(Dithiocarboxy)amino]ethyl]carbamodithioato(2-)-kappaS,kappaS']manganese mixt. with C,C'-dimethyl N,N'-[1,2-phenylenebis(iminocarbonothioyl)]bis[carbamate]||DTXSID20200606
52627733|Versatic 10||DTXSID401020770
52628258|Zinc ammonium chloride (x:x:x)||
52642576|Eicosatetraynoic acid||
52644130|Hexahydro-4,6-bis(1-methylethyl)-1,3,5-triazine-2(1H)-thione||
52645531|3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid, (3-Phenoxyphenyl)methyl ester|Endocrine Disrupting Chemicals (EDCs)|DTXSID8022292
52659571|(1S,3R,4S,5S,9R,13S,14R)-3-[(1S,4S)-4-(2-bromo-5-hydroxyphenyl)-4-methoxy-1-methylbutyl]-13-hydroxy-9-[(1R)-1-hydroxyethyl]-4,14,16,16-tetramethyl-2,6,10,17-Tetraoxatricyclo[11.3.1.11,5]octadecane-7,11-dione|Cyanotoxins|
52663588|2,3,4',6-Tetrachloro-1,1'-Biphenyl||
52663599|2,2',3,4-Tetrachloro-1,1'-biphenyl||
52663602|2,2',3,3',6-Pentachloro-1-1'-biphenyl||
52663613|2,2',3,5,5'-Pentachloro-1,1'-biphenyl||
52663635|2,2',3,5,5',6'-Hexachloro-1,1'-biphenyl|Polychlorinated Biphenyls (PCBs)|DTXSID2074160
52663646|2,2',3,3',5,6,6'-Heptachloro-1,1'-biphenyl||
52663668|2,2',3,3',4,5'-Hexachloro-1,1'-biphenyl||DTXSID5073539
52663680|2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl||
52663691|2,2',3,4,4',5',6-Heptachloro-1,1'-biphenyl|Polychlorinated Biphenyls (PCBs)|DTXSID7074163
52663704| 2,2',3,3',4,5',6'-Heptachloro-1,1'-biphenyl,||
52663715|2,2',3,3',4,4',6-Heptachloro-1,1'-biphenyl|Polychlorinated Biphenyls (PCBs)|DTXSID4073540
52663726|2,3',4,4',5,5'-Hexachloro-1,1'-biphenyl||
52663748|2,2',3,3',4,5,5'-Heptachloro-1,1'-biphenyl||
52663782|2,2',3,3',4,4',5,6-Octachloro-1,1'-biphenyl|Polychlorinated Biphenyls (PCBs)|DTXSID1074171
52665697|5-(Methylamino)-2-({(2R,3R,6S,8S,9R,11R)-3,9,11-trimethyl-8-[(2S)-1-oxo-1-(1H-pyrrol-2-yl)propan-2-yl]-1,7-dioxaspiro[5.5]undecan-2-yl}methyl)-1,3-benzoxazole-4-carboxylic acid||DTXSID1040405
52671428|p-Nitrosobiphenyl ether|Nitrosamines|
52684238|2-Methyl-2-propenoic acid methyl ester polymer with tributyl[(2-methyl-1-oxo-2-propenyl)oxy]stannane and [(1,2-methyl-1-oxo-2-propenyl)oxy]tripropyl stannane||DTXSID50200654
52704708|2,2',3,3',5,6-Hexachloro-1,1'-biphenyl||
52704980|[1,1'-Biphenyl]-2-ol ammonium salt (1:1)||
52708039|4-Nonanol||DTXSID4074984
52712046|2,2',3,4,5,5'-Hexachloro-1,1'-biphenyl|Polychlorinated Biphenyls (PCBs)|DTXSID6074174
52712057|2,2',3,4,5,5',6'-Heptachloro-1,1'-biphenyl|Polychlorinated Biphenyls (PCBs)|DTXSID1074175
52722380|N-Methylmethanamine, polymer with ammonia and (chloromethyl)oxirane||DTXSID201011476
52723849|2-(4-Chloro-2-methylphenoxy)-N-phenylacetamide||DTXSID00200700
52725607|(4-Chloro-2-methylphenoxy)acetic acid mixt. with N-(3,4-dichlorophenyl)propanamide||DTXSID101033714
52730764|1-[[(2E)-7-Ethoxy-3,7-dimethyl-2-octen-1-yl]oxy]-4-ethylbenzene||DTXSID10200716
52736148|3-Ethylphenol phosphate (3:1)||
52744135|2,2',3,3',5,6'-Hexachloro-1,1'-biphenyl||
52748693|Strychnidin-10-one monohydriodide||DTXSID40274162
52756226|N-Benzoyl-N-(3-chloro-4-fluorophenyl)-DL-alanine, 1-Methylethyl ester||DTXSID6041977
52756259|N-Benzoyl-N-(3-chloro-4-fluorophenyl)alanine methyl ester||DTXSID8040353
52769672|Komeen||DTXSID70967217
52769876|[kappaS,kappaS']-[2-[(dithiocarboxy)amino]ethyl]carbamodithioato(2-)manganese mixt. with copper chloride oxide hydrate||DTXSID101034081
52797941|Bis(1-methylpropyl)ester phosphorodithioic acid sodium salt||DTXSID30967258
52803824|o-Carbomethoxyphenyl p-chlorobenzyl ether||DTXSID001034195
52806538|2-Hydroxy-2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide||DTXSID8033562
52809071|(alphaS)-alpha-Amino-3,5-dioxo-1,2,4-oxadiazolidine-2-propanoic acid||DTXSID20896927
52820005|3-(2,2-Dibromoethenyl)-2,2-dimethylcyclopropanecarboxylic acid cyano(3-phenoxyphenyl)methyl ester||DTXSID8041822
52836314|2,2-Dichloro-1-(2,2,5-trimethyl-3-oxazolidinyl)ethanone||
52849475|Myristic acid, Diethylene glycol monoester|Glycol Ethers|DTXSID70200838
52868516|N,N-Dibutylhexanamide||DTXSID60307789
52870469|N-[4-[(1,3-Dimethylbutyl)imino]-2,5-cyclohexadien-1-ylidene]benzenamine||
52888514|N-(2-Chloroacetyl)-N-(2,6-dimethylphenyl)alanine methyl ester||
52888809|N,N-Dipropylcarbamothioic acid, S-(Phenylmethyl) ester||
52906828|1,1'-Dimethyl-4,4'-bipyridinium chloride compd. with N'-(3,4-dichlorophenyl)-N,N-dimethylurea (1:2:1)||
52918077|3-Methyl-4-[4-(phenylmethyl)phenoxy]-2-butenoic acid ethyl ester||
52918635|(1R,3R)-3-(2,2-Dibromoethenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)cyano(3-phenoxyphenyl)methyl ester||DTXSID8020381
52936648|Caulophyllogenin||
52964428|N-[4-[[[(Butylamino)carbonyl]amino]sulfonyl]phenyl]-2-butenamide||
52978639|(2,4-Dichlorophenoxy)acetic acid compd. with acetamide (1:1)||DTXSID101019358
53003104|Salinomycin||
53005053|2,2'-(1,2-Ethenediyl)bis[5-isothiocyanatobenzenesulfonic acid||DTXSID701027549
53005724|3,4-Dimethyl-7-hydroxy-1-indanone||DTXSID70456873
53042798|(E,Z)-7,11-Hexadecadien-1-ol, Acetate||DTXSID3032410
53092527|(2E,4E)-11-Methoxy-3,7,11-trimethyl-2,4-dodecadienoic acid||DTXSID10886034
53112280|4,6-Dimethyl-N-phenyl-2-pyrimidinamine||DTXSID8034877
53123889|Rapamycin||
53124199|M-14 V||
53125147|Sterox-SK||DTXSID301034449
53126537|N,N'-[1,2-phenylenebis(iminocarbonothioyl)]bis-carbamic acid C,C'-dimethyl ester, mixt. with N,N,N',N'-tetramethylthioperoxydicarbonic diamide ([(Me2N)C(S)]2S2)||
53126639|6,8a,11a,12,21,22-Hexahydro-23-hydroxy-19-(1-hydroxyethyl)-7,11a-dimethylspiro[10,12:19,22a-dimethano-4H,5H,22aH-oxireno[8,9][1,6,12]trioxacyclooctadecino[3,4-d][1]benzopyran-11(10H),2'-oxirane]-2,14(1aH,19H)-dione||DTXSID50891844
53126640|(2'S,4E,9R,10E,12Z,16R,16aS,18R,19aR,23aR,25R)-6,7,16,16a,19a,22-Hexahydro-25-hydroxy-9-[(1S)-1-hydroxyethyl]-16a,21-dimethylspiro[5,9:16,18-dimethano-1H,3H,23H-[1,6,12]trioxacyclooctadecino[3,4-d][1]benzopyran-17(18H),2'-oxirane]-3,14(9H)-dione||DTXSID10891845
53127085|Cibacron Blue||DTXSID101352065
53129285|1,2-Bis(2-phenoxyethoxy)ethane||DTXSID601034062
53148859|Hexahydro-1H-azepine-1-carbothioic acid S-ethyl ester, mixt. with N2,N4-diethyl-6-(methylthio)-1,3,5-triazine-2,4-diamine||DTXSID501035598
53179116|4-(4-Chlorophenyl)-4-hydroxy-N,N-dimethyl-alpha,alpha-diphenyl-1-piperidinebutanamide||
53179785|(1R,3R)-3-(2,2-Dibromoethenyl)-2,2-dimethyl-cyclopropanecarboxylic acid||
53188071|6-Hydroxy-2,5,7,8-tetramethyl-3,4-dihydro-2H-1-benzopyran-2-carboxylic acid||DTXSID60866306
53200376|Chlorofen||DTXSID201034034
53220125|2-Methyl-2-(octylamino)-1-propanol||DTXSID701035663
53230107|(alphaS)-rel-alpha-(2R)-2-Piperidinyl-2,8-bis(trifluoromethyl)-4-quinolinemethanol||DTXSID4037168
53231495|Tetraamminecopper(2+), Carbonate (1:1)||DTXSID801033753
53238805|(1->3), (1->6)-beta-D-Glucan||DTXSID201033305
53250832|2-Chloro-4-(methylsulfonyl)benzoic acid||DTXSID10201364
53296643|2,2,3,3,4,4,4-Heptafluoro-N-methyl-N-(trimethylsilyl)butanamide|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID40379666
53305310|2,3-Dihydro-6-[(2-methyl-1-piperidinyl)methyl]-1H-inden-5-ol (2Z)-2-butenedioate (salt)||
53306540|1,2-Bis(2-propylheptyl) ester 1,2-benzenedicarboxylic acid||DTXSID5052173
53321189|Cypan C||
53384397|Poly[methyl-bis(thiocyanato arsine)]||DTXSID90201544
53400387|Arsenic acid (H6As4O12), Iron (3+) salt(1:2)|Arsenic|DTXSID501028222
53404129|Arsenic acid (H3AsO4), lead(4+) salt (4:3)|Arsenic|
53404196|5-Bromo-6-methyl-3-(1-methylpropyl)-2,4(1H,3H)pyrimidinedione, Lithium salt||DTXSID9034284
53404221|2-(3-Chlorophenoxy)propanoic acid sodium salt||DTXSID9032660
53404232|(4-Chlorophenoxy)acetic acid compd. with 2,2'-iminobis[ethanol] (1:1)||DTXSID2068848
53404312|2-(2,4-Dichlorophenoxy)propanoic acid 2-butoxyethyl ester||DTXSID0041858
53404323|2-(2,4-Dichlorophenoxy)propanoic acid compd. with N-methylmethanamine (1:1)||DTXSID2034546
53404345|2-(2,4-Dichlorophenoxy)acetic acid compd. with 2-(diethylamino)ethanol (1:1)||
53404378|2-(2,4-Dichlorophenoxy)acetic acid, 2-Ethyl-4-methylpentyl ester||DTXSID2034679
53404469|N-Dodecyl-N,N,2,4,5-pentamethylbenzenemethanaminium chloride||
53404470|Methylarsonic acid compd. with 1-dodecanamine (1:1)|Arsenic|DTXSID7058410
53404481|2-(2,4-Dichlorophenoxy)propanoic acid compd. with 2,2',2''-nitrilotris[ethanol] (1:1)||
53404538|2(3H)Benzothiazolethione iron(3+) salt||
53404572|2-(3-Methyl-1-oxobutyl)-1H-indene-1,3(2H)-dione, Sodium ion (1-)||DTXSID7058416
53404583|2(3H)Benzothiazolethione manganese(2+) salt||
53404607|(Tetrahydro-3,5-dimethyl-6-thioxo-2H-1,3,5-thiadiazin-2-yl)sodium||DTXSID2058417
53404618|2-(4-Chloro-2-methylphenoxy)propanoic acid compd. with 2,2',2''-nitrilotris[ethanol] (1:1)||
53404629|N-[[2-(1-Nitroethyl)phenyl]methyl]-1,2-ethanediamine monopotassium salt||DTXSID90895821
53404710|[1,1'-Biphenyl]-2-ol compd. with 1-tetradecanamine (1:1)||
53404743|2-(2,4,5-Trichlorophenoxy)propanoic acid compd. with N,N-diethylethanamine (1:1)||DTXSID2058419
53404765|2-(2,4,5-Trichlorophenoxy)propanoic acid, 2-Ethylhexyl ester||
53404936|5-Chloro-2(3H)-benzothiazolethione, Zinc salt (2:1)|Zinc|
53413131|4-(1,1-Dimethylethyl)-2-nitro-6-nitrosobenzenamine||
53433015|N,N-Dimethyl-N-[2-[2-[4-(1,1,3,3-tetramethylbutyl)phenoxy]ethoxy]ethyl]benzenemethanaminium (T-4)-tetrachloromercurate(2-) (2:1)||
53440123|1,2,3,4-Tetrahydro-2-naphthoic acid||
53446745|3-(1-Hydroxy-2,2,2-trichloroethyl)-2,4-pentanedione||DTXSID80285176
53448092|(2R)-2-Amino-4-methyl-1-pentanol||
53459395|4,4'-Dichloro-[1,1'-biphenyl]-3-ol||
53463788|6-Amino-5,6,7,8-tetrahydro-2,3-naphthalenediol||
53466721|Polystream (mixed polychlorinated benzenes)||DTXSID90107850
53466878|N,N-Dimethyl-N-[2-[2-[methylbis(2-methylpropyl)phenoxy]ethoxy]ethyl]benzenemethanaminium chloride compd. with [1,1'-biphenyl]-2-ol (1:1)||
53468067|alpha1-24-Corticotropin mixt with zinc phosphate (3:2)||DTXSID501034469
53469219|PCB 1242|Polychlorinated Biphenyls (PCBs)|DTXSID3040223
53490781|Desbromoleptophos||DTXSID501035398
53516760|BTC 776||DTXSID601023344
53516817|Benzenesulfonic acid, 2-[(3-Amino-2,4,6-trichlorophenyl)methylene]hydrazide ||DTXSID701035156
53535334|Heptanol||DTXSID401022221
53537625|3(or 5)-Chloro-[1,1'-biphenyl]-2-ol||DTXSID4041498
53552048|3-[[4-(1,1-Dimethylethyl)-2,6-dinitrophenyl]amino]-2-butanol||
53558251|N-(4-Nitrophenyl)-N'-(3-pyridinylmethyl)urea||DTXSID1042360
53563567|1,1'-Oxybisbenzene dibromo deriv.|Polybrominated Diphenyl Ethers (PBDEs)|
53572615|Selest||DTXSID801033589
53572626|Rylex H||DTXSID401035290
53592102|2,4-Dibromo-1,1'-biphenyl||
53593990|cis-2,5-Dimethyl-N-[2-(trifluoromethyl)phenyl]-1-pyrrolidinecarboxamide||DTXSID501033809
53594006|cis-2,5-Dimethyl-N-[4-(trifluoromethyl)phenyl]-1-pyrrolidinecarboxamide||DTXSID501034007
53594040|cis-2,5-Dimethyl-N-[4-(trifluoromethoxy)phenyl]-1-pyrrolidinecarboxamide||DTXSID401034466
53594062|cis-2,5-Dimethyl-N-[4-(methylthio)phenyl]-1-pyrrolidinecarboxamide||DTXSID901034461
53594244|cis-2,5-Dimethyl-N-(2,3,5,6-tetrafluorophenyl)-1-pyrrolidinecarboxamide||DTXSID901034047
53594288|trans-2,5-Dimethyl-N-[3-(trifluoromethyl)phenyl]-1-pyrrolidinecarboxamide||DTXSID001033828
53594324|trans-2,5-Dimethyl-N-phenyl-1-pyrrolidinecarboxamide||DTXSID301033946
53594380|trans-2,5-Dimethyl-N-[3-(trifluoromethyl)phenyl]-1-pyrrolidinecarbothioamide||DTXSID601033921
53601222|Bis(bromophenyl)iodonium chloride||DTXSID40968372
53602612|2-[[3,5-bis(1,1-Dimethylethyl)-4-hydroxyphenyl]thio]hexanoic acid||
53609646|1,1'-(Nitrosoimino)bis-2-propanol||DTXSID7021021
53641262|6-Methoxy-3-methyl-2(3H)-benzothiazolimine, Hydrochloride (1:1)||DTXSID501351926
53653648|1-(4-Aminobutyl)-2-pyrrolidinone||
53663711|(1alpha,2beta,4a alpha,4b beta,10beta)-2,4a-Dihydroxy-1-methyl-8-methylenegibb-3-ene-1,10-dicarboxylic acid 1,4a-lactone mixt. with (1alpha,2beta,4a alpha,4b beta,10beta)-2,4a-dihydroxy-1-methyl-8-methylenegibbane-1,10-dicarboxylic acid 1,4a-lactone and N-(phenylmethyl)-9H-purin-6-amine||DTXSID50896859
53664758|LAS 345||
53664769|LAS 358||
53664770|PAS 311||DTXSID901034285
53664781|PAES||DTXSID001034290
53664792|PA 9 EO||DTXSID201034410
53664805|APH-11EO||
53667020|cis-2,5-Dimethyl-N-[3-(methylthio)phenyl]-1-pyrrolidenecarboxamide||DTXSID901033918
53669899|1-[4-(2-Naphthalenyloxy)butyl]piperidine||
53706857|4-Chloro-N-(4-chlorophenyl)-5-methyl-N-(1-methylethyl)-3-oxo-2(3H)-isoxazolecarboxamide||DTXSID401035783
53710615|N-[4-(Cyclohexylmethyl)cyclohexyl]acetamide||
53714560|6-D-Leucine-9-(N-ethyl-L-prolinamide)-1-9-luteinizing hormone-releasing factor (swine)|Pharmaceutical Personal Care Products (PPCPs)|
53716497|6-Chloro-alpha-methyl-9H-carbazole-2-acetic acid||
53716500|N-[6-(Phenylsulfinyl)-1H-benzimidazol-2-yl]carbamic acid methyl ester||DTXSID9044112
53719327|N-[3,5-bis(Trifluoromethyl)phenyl]-1,1,1-trifluoromethanesulfonamide|Per- and Polyfluoroalkyl Substances (PFAS)|
53719452|1,1,1-Trifluoro-N-(3,4,5-trichlorophenyl)methanesulfonamide||
53742077|Nonachloro-1,1'-biphenyl||
53753318|Gamlen D||
53760193|(All-xi)-21-(Acetyloxy)-7,18-dihydroxy-16,18-dimethyl-10-phenyl-[11]cytochalasa-6(12),13,19-trien-1-one||
53760206|(3S,3aR,4S,6S,6aR,7E,10S,12R,13E,15R,15aR)-2,3,3a,4,5,6,6a,9,10,11,12,15-Dodecahydro-6,12,15-trihydroxy-4,10,12-trimethyl-5-methylene-3-(phenylmethyl)-1H-cycloundec[d]isoindol-1-one||
53762962|Actusol||DTXSID701034322
53762973|Actusol T 766||DTXSID001034321
53763001|Atlas 1901||DTXSID401033949
53763103|Casol||DTXSID401035038
53763114|Chevron Ni-O||DTXSID101035560
53763125|Cleansol||DTXSID401034523
53763136|Cold-clean||DTXSID201034503
53763216|Dermol||DTXSID701033693
53763249|Dispersol OS||DTXSID701035318
53763294|FO 300-B||DTXSID301035035
53763307|Foilzoil||DTXSID001034507
53763318|Gamlen D||DTXSID201033981
53763329|Goldcrew||
53763341|Holl-chem 622||DTXSID201035482
53763385|Jansolve 60||DTXSID501034845
53763421|Magic Power OD 1||DTXSID801035597
53763476|Met-aquaclene 100||DTXSID601035034
53763498|Norsemen 67||
53763501|OD 2||
53763534|Petrolite W-1439||DTXSID001035462
53763556|Polyclens||DTXSID301033584
53763567|Polycomplex A||DTXSID701033936
53763589|Ridzlick||DTXSID301034718
53763614|Sea-sweep||DTXSID801035492
53763647|Slickgone 1||DTXSID001033480
53763658|Slickgone 2||DTXSID601033464
53763670|Slix||DTXSID901033756
53763705|Spill-x||DTXSID201034715
53763772|Wyandotte spill remover||DTXSID101335362
53769556|Polyclens||
53780340|N-[2,4-Dimethyl-5-[(trifluoromethyl)sulfony]amino]phenylacetamide||DTXSID7034709
53780362|N-[2,4-Dimethyl-5-[[(trifluoromethyl)sulfonyl]amino]phenyl]acetamide compd. with 2,2'-Iminobis[ethanol](1:1)||DTXSID3034298
53795576|Triton CS 7||
53826123|3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctanoic acid|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID50472556
53826134|3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Heneicosafluorododecanoic acid|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID40892325
53851062|Germex||
53905296|2',5'-Dichloro-[1,1'-biphenyl]-3-ol||
53905332|2,2',5'-trichloro-[1,1'-Biphenyl]-4-ol||DTXSID10202179
53905365|2,2'-Dichloro-[1,1'-biphenyl]-4,4'-diol||
53905387|1-(8-Methoxy-4,8-dimethylnonyl)-4-(1-methylethyl)benzene||DTXSID0034358
53908273|1,2-dibromoethane mixt. with 1,2-dichloroethane and tetrachloromethane||
53939289|(11Z)-11-Hexadecenal||
53963432|(3 beta,6 alpha,12 beta)-3,6,12-Trihydroxydammar-24-en-20-yl-beta-D-glucopyranoside||
53988606|Aminoxide WS 35||DTXSID101035134
53988719|Sugee No. 2||DTXSID301033934
53988935|[N-[2-[(Dithiocarboxy)amino]ethyl]carbamodithioato(2-)-kappaS,kappaS']manganese mixt. with [N-[2-[(dithiocarboxy)amino]ethyl]carbamodithioato(2-)-kappaS,kappaS']copper||
53994733|(6R,7R)-7-[[(2R)-2-Amino-2-phenylacetyl]amino]-3-chloro-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid|Pharmaceutical Personal Care Products (PPCPs)|
54003279|Streptothricin||DTXSID60202321
54009813|2-[2,2,3,3,4,5,5,5-Octafluoro-4-(trifluoromethyl)pentyl]oxirane|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID00379884
54029128|N-[6-(Propylsulfinyl)-1H-benzimidazol-2-yl]carbamic acid methyl ester||DTXSID4057768
54029457|Thiocyanic acid, 4-Amino-3-nitrophenyl ester||DTXSID9037038
54029468|Thiocyanic acid, 4-Acetamido-3-nitrophenyl ester||DTXSID60429117
54041177|N-(4-Fluorophenyl)-2-hydroxy-N-(1-methylethyl)acetamide||
54060525|6-D-leucine-luteinizing hormone-releasing factor (swine)||DTXSID801033822
54135807|1,2,3-Trichloro-4-methoxybenzene||DTXSID10202477
54135818|1,2,5-Trichloro-3-methoxybenzene||DTXSID70202478
54135829|1,2,3-Trichloro-5-methoxybenzene||DTXSID30202479
54162117|Chloro[tetrachloro(chlorophenyl)ethyl]benzene||
54237740|Vel 5052||DTXSID60969220
54242374|Hypan||DTXSID101034679
54264016|alpha-(1,1-Dimethylethyl)-omega-hydroxypoly[oxy(methyl-1,2-ethanediyl)]||
54301154|N-[4-(9-Acridinylamino)-3-methoxyphenyl]methanesulfonamide hydrochloride (1:1)||DTXSID2037186
54327105|Methyl green||DTXSID801352111
54351358|2-(1-Methylpropyl)-4,6-dinitrophenol mixt. with 2,6-dinitro-N,N-dipropyl-4-(trifluoromethyl)benzenamine||
54381167|2,2'-[(4-Aminophenyl)imino]bisethanol sulfate (1:1) (salt)||DTXSID5020075
54406483|2,2-Dimethyl-3-(2-methyl-1-propenyl)cyclopropane carboxylic acid 1-ethenyl-2-methyl-2-pentenyl ester||DTXSID2058122
54410832|2,3-Dimethyl-5-(2-methylpropyl)pyrazine||
54419395|p-Bis(p-chlorobenzyloxy) benzene||DTXSID401034397
54453031|(OC-6-21)-Cuprate(2-), [[N,N'-1,2-Ethanediylbis[N-(carboxymethyl)glycinato]](4-)-N,N',O,O',ON,ON']-dihydrogen||DTXSID9049586
54464572|1-(1,2,3,4,5,6,7,8-Octahydro-2,3,8,8-tetramethyl-2-naphthalenyl)ethanone||
54464594|1-(1,2,3,4,5,6,7,8-Octahydro-2,3,5,5-tetramethyl-2-naphthalenyl)ethanone||
54527843|1,4-Dihydro-2,6-dimethyl-4-(3-nitrophenyl)-3,5-pyridinedicarboxylic acid 3-methyl 5-[2-[methyl(phenylmethyl)amino]ethyl] ester hydrochloride (1:1)||DTXSID9046992
54576328|3,8-Dithiadecane||DTXSID3022293
54578299|Triaram||DTXSID801034682
54589105|Benzyl p-benzylphenyl ether||DTXSID101034100
54593838|Phosphorothioic acid O,O-diethyl-O-(1,2,2,2-tetrachloroethyl) ester||DTXSID2032344
54605435|(1alpha,2beta,3beta,4aalpha,4bbeta,10beta)-2,3-Dihydroxy-1-methyl-8-methylenegibbane-1,4a,10-tricarboxylic acid||
54630501|5-Methylheptan-2-ol||
54650576|Astragal TR||DTXSID001035593
54683919|Benzoic acid, 2-Chlorophenyl ester||DTXSID10969977
54739183|(1E)-5-Methoxy-1-[4-(trifluoromethyl)phenyl]-1-pentanone O-(2-aminoethyl)oxime|Pharmaceutical Personal Care Products (PPCPs)|DTXSID2044002
54774457|(1R,3R)-3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid (3-phenoxyphenyl)methyl ester||DTXSID5052208
54774468|(1S,3S)-3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid (3-phenoxyphenyl)methyl ester||DTXSID2058253
54774479|(1S,3R)-3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid (3-phenoxyphenyl) methyl ester||DTXSID7058254
54810741|1-[(4-Chlorophenoxy)methyl]-4-phenoxybenzene||
54812316|5-[(Dimethoxyphosphinothioyl)oxy]-2-nitrobenzoic acid||DTXSID50203307
54812327|3-Carboxy-fenitrooxon||DTXSID10203308
54827177|3,3',5,5'-Tetramethyl[1,1'-biphenyl]-4,4'-diamine||
54847471|Desco||DTXSID101033845
54847857|Swascofix E 45||DTXSID101033469
54847993|Idet 20||DTXSID101034405
54864618|3-(3,5-Dichlorophenyl)-5-(methoxymethyl)-5-methyl-2,4-oxazolidinedione||DTXSID80866449
54872116|(1R,3R)-3-[(Methoxyimino)methyl]-2,2-dimethylcyclopropanecarboxylic acid [5-(phenylmethyl)-3-furanyl]methyl ester ||DTXSID001035436
54888765|9,10-Dihydro-2,6-dimethoxyphenanthrene||
54897620|4-(Ethylnitrosoamino)-1-butanol||DTXSID70203384
54910893|N-Methyl-gamma-[4-(trifluoromethyl)phenoxy]benzenepropanamine|Pharmaceutical Personal Care Products (PPCPs)|DTXSID7023067
54915627|2-Furylcarbamic acid, Ethyl ester||DTXSID80203431
54927638|(alphaR,2S,3S,4S,5S,6S)-6-[[(2R,3R,4R,5S,7S,9R,10R)-3,9-Dimethoxy-2,4,10-trimethyl-2-[(2S,2'R,5R,5'R)-octahydro-5'-[(2S,3S,5R,6S)-tetrahydro-6-hydroxy-3,5,6-trimethyl-2H-pyran-2-yl][2,2'-bifuran]-5-yl]-1,6-dioxaspiro[4.5]dec-7-yl]methyl]tetrahydro-2-hydroxy-4-methoxy-alpha,3,5-trimethyl-5-[[(2S,5S,6R)-tetrahydro-5-methoxy-6-methyl-2H-pyran-2-yl]oxy]-2H-pyran-2-acetic acid||DTXSID70203440
54944568|[2S-[2 alpha, 5 alpha, 6 beta(S*)-]] 6[[[(2,3-Dihydro-4-methyl-3-oxo-1H pyrazol-1-yl)carbonyl]amino]phenylacetyl]amino-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid, Monosodium salt||DTXSID90970283
54952088|Ochratoxin A, Alanine analog||DTXSID20970296
54952099|Ochratoxin A Leucine analog||DTXSID60203479
